ts,changchun,haerbin,jinan,shenyang,taiyuan,tianjin,wulanchabu
1125,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1130,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1135,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1140,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1145,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1150,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1155,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1160,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1165,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1170,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1175,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1180,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1185,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1190,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1195,24.59,2.64,4.6,6.51,40.86,5.13,50.33
1200,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1205,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1210,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1215,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1220,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1225,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1230,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1235,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1240,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1245,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1250,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1255,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1260,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1265,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1270,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1275,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1280,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1285,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1290,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1295,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1300,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1305,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1310,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1315,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1320,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1325,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1330,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1335,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1340,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1345,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1350,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1355,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1360,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1365,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1370,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1375,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1380,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1385,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1390,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1395,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1400,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1405,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1410,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1415,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1420,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1425,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1430,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1435,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1440,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1445,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1450,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1455,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1460,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1465,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1470,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1475,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1480,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1485,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1490,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1495,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1500,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1505,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1510,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1515,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1520,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1525,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1530,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1535,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1540,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1545,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1550,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1555,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1560,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1565,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1570,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1575,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1580,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1585,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1590,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1595,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1600,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1605,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1610,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1615,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1620,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1625,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1630,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1635,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1640,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1645,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1650,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1655,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1660,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1665,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1670,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1675,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1680,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1685,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1690,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1695,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1700,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1705,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1710,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1715,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1720,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1725,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1730,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1735,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1740,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1745,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1750,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1755,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1760,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1765,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1770,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1775,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1780,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1785,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1790,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1795,23.2,2.59,4.49,6.43,37.32,5.15,49.08
1800,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1805,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1810,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1815,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1820,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1825,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1830,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1835,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1840,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1845,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1850,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1855,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1860,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1865,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1870,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1875,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1880,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1885,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1890,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1895,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1900,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1905,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1910,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1915,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1920,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1925,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1930,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1935,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1940,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1945,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1950,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1955,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1960,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1965,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1970,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1975,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1980,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1985,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1990,21.24,2.52,4.55,6.45,33.69,4.99,48.02
1995,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2000,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2005,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2010,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2015,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2020,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2025,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2030,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2035,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2040,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2045,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2050,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2055,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2060,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2065,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2070,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2075,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2080,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2085,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2090,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2095,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2100,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2105,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2110,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2115,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2120,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2125,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2130,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2135,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2140,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2145,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2150,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2155,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2160,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2165,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2170,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2175,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2180,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2185,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2190,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2195,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2200,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2205,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2210,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2215,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2220,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2225,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2230,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2235,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2240,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2245,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2250,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2255,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2260,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2265,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2270,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2275,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2280,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2285,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2290,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2295,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2300,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2305,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2310,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2315,21.24,2.52,4.55,6.45,33.69,4.99,48.02
2320,21.24,2.52,4.55,6.45,33.69,4.99,48.02
