ts,changsha,foshan,fuzhou,guangzhou,guiyang,kunming,nanchang,nanning,xiamen
210,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
215,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
220,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
225,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
230,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
235,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
240,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
245,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
250,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
255,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
260,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
265,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
270,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
275,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
280,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
285,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
290,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
295,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
300,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
305,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
310,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
315,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
320,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
325,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
330,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
335,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
340,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
345,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
350,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
355,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
360,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
365,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
370,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
375,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
380,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
385,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
390,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
395,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
400,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
405,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
410,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
415,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
420,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
425,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
430,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
435,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
440,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
445,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
450,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
455,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
460,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
465,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
470,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
475,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
480,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
485,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
490,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
495,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
500,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
505,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
510,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
515,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
520,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
525,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
530,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
535,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
540,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
545,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
550,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
555,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
560,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
565,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
570,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
575,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
580,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
585,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
590,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
595,1.14,3.71,0.5,43.68,8.63,59.99,0.1,26.86,8.95
600,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
605,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
610,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
615,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
620,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
625,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
630,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
635,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
640,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
645,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
650,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
655,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
660,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
665,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
670,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
675,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
680,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
685,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
690,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
695,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
700,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
705,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
710,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
715,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
720,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
725,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
730,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
735,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
740,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
745,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
750,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
755,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
760,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
765,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
770,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
775,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
780,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
785,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
790,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
795,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
800,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
805,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
810,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
815,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
820,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
825,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
830,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
835,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
840,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
845,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
850,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
855,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
860,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
865,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
870,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
875,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
880,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
885,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
890,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
895,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
900,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
905,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
910,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
915,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
920,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
925,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
930,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
935,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
940,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
945,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
950,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
955,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
960,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
965,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
970,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
975,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
980,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
985,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
990,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
995,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1000,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1005,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1010,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1015,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1020,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1025,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1030,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1035,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1040,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1045,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1050,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1055,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1060,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1065,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1070,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1075,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1080,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1085,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1090,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1095,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1100,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1105,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1110,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1115,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1120,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1125,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1130,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1135,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1140,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1145,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1150,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1155,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1160,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1165,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1170,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1175,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1180,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1185,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1190,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1195,1.12,3.64,0.73,44.42,8.36,53.4,0.1,27.44,8.45
1200,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1205,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1210,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1215,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1220,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1225,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1230,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1235,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1240,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1245,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1250,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1255,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1260,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1265,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1270,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1275,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1280,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1285,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1290,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1295,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1300,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1305,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1310,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1315,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1320,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1325,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1330,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1335,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1340,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1345,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1350,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1355,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1360,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1365,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1370,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1375,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1380,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1385,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1390,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1395,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1400,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1405,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1410,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1415,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1420,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1425,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1430,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1435,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1440,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1445,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1450,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1455,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1460,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1465,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1470,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1475,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1480,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1485,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1490,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1495,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1500,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1505,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1510,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1515,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1520,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1525,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1530,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1535,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1540,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1545,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1550,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1555,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1560,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1565,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1570,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1575,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1580,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1585,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1590,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1595,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1600,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1605,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1610,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1615,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1620,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1625,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1630,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1635,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1640,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1645,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1650,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1655,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1660,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1665,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1670,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1675,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1680,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1685,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1690,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1695,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1700,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1705,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1710,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1715,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1720,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1725,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1730,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1735,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1740,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1745,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1750,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1755,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1760,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1765,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1770,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1775,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1780,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1785,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1790,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1795,1.09,3.45,0.82,42.17,8.1,46.96,0.1,27.24,8.3
1800,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1805,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1810,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1815,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1820,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1825,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1830,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1835,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1840,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1845,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
1850,1.06,3.45,0.87,39.9,7.77,40.4,0.11,25.3,8.3
