ts,haerbin,jinan,shenyang,shijiazhuang,taiyuan,tianjin,wulanchabu
740,10.03,7.54,13.71,44.04,19.95,8.69,1.11
745,10.03,7.54,13.71,44.04,19.95,8.69,1.11
750,10.03,7.54,13.71,44.04,19.95,8.69,1.11
755,10.03,7.54,13.71,44.04,19.95,8.69,1.11
760,10.03,7.54,13.71,44.04,19.95,8.69,1.11
765,10.03,7.54,13.71,44.04,19.95,8.69,1.11
770,10.03,7.54,13.71,44.04,19.95,8.69,1.11
775,10.03,7.54,13.71,44.04,19.95,8.69,1.11
780,10.03,7.54,13.71,44.04,19.95,8.69,1.11
785,10.03,7.54,13.71,44.04,19.95,8.69,1.11
790,10.03,7.54,13.71,44.04,19.95,8.69,1.11
795,10.03,7.54,13.71,44.04,19.95,8.69,1.11
800,10.03,7.54,13.71,44.04,19.95,8.69,1.11
805,10.03,7.54,13.71,44.04,19.95,8.69,1.11
810,10.03,7.54,13.71,44.04,19.95,8.69,1.11
815,10.03,7.54,13.71,44.04,19.95,8.69,1.11
820,10.03,7.54,13.71,44.04,19.95,8.69,1.11
825,10.03,7.54,13.71,44.04,19.95,8.69,1.11
830,10.03,7.54,13.71,44.04,19.95,8.69,1.11
835,10.03,7.54,13.71,44.04,19.95,8.69,1.11
840,10.03,7.54,13.71,44.04,19.95,8.69,1.11
845,10.03,7.54,13.71,44.04,19.95,8.69,1.11
850,10.03,7.54,13.71,44.04,19.95,8.69,1.11
855,10.03,7.54,13.71,44.04,19.95,8.69,1.11
860,10.03,7.54,13.71,44.04,19.95,8.69,1.11
865,10.03,7.54,13.71,44.04,19.95,8.69,1.11
870,10.03,7.54,13.71,44.04,19.95,8.69,1.11
875,10.03,7.54,13.71,44.04,19.95,8.69,1.11
880,10.03,7.54,13.71,44.04,19.95,8.69,1.11
885,10.03,7.54,13.71,44.04,19.95,8.69,1.11
890,10.03,7.54,13.71,44.04,19.95,8.69,1.11
895,10.03,7.54,13.71,44.04,19.95,8.69,1.11
900,10.03,7.54,13.71,44.04,19.95,8.69,1.11
905,10.03,7.54,13.71,44.04,19.95,8.69,1.11
910,10.03,7.54,13.71,44.04,19.95,8.69,1.11
915,10.03,7.54,13.71,44.04,19.95,8.69,1.11
920,10.03,7.54,13.71,44.04,19.95,8.69,1.11
925,10.03,7.54,13.71,44.04,19.95,8.69,1.11
930,10.03,7.54,13.71,44.04,19.95,8.69,1.11
935,10.03,7.54,13.71,44.04,19.95,8.69,1.11
940,10.03,7.54,13.71,44.04,19.95,8.69,1.11
945,10.03,7.54,13.71,44.04,19.95,8.69,1.11
950,10.03,7.54,13.71,44.04,19.95,8.69,1.11
955,10.03,7.54,13.71,44.04,19.95,8.69,1.11
960,10.03,7.54,13.71,44.04,19.95,8.69,1.11
965,10.03,7.54,13.71,44.04,19.95,8.69,1.11
970,10.03,7.54,13.71,44.04,19.95,8.69,1.11
975,10.03,7.54,13.71,44.04,19.95,8.69,1.11
980,10.03,7.54,13.71,44.04,19.95,8.69,1.11
985,10.03,7.54,13.71,44.04,19.95,8.69,1.11
990,10.03,7.54,13.71,44.04,19.95,8.69,1.11
995,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1000,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1005,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1010,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1015,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1020,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1025,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1030,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1035,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1040,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1045,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1050,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1055,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1060,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1065,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1070,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1075,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1080,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1085,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1090,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1095,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1100,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1105,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1110,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1115,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1120,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1125,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1130,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1135,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1140,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1145,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1150,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1155,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1160,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1165,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1170,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1175,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1180,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1185,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1190,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1195,10.03,7.54,13.71,44.04,19.95,8.69,1.11
1200,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1205,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1210,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1215,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1220,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1225,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1230,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1235,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1240,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1245,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1250,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1255,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1260,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1265,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1270,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1275,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1280,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1285,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1290,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1295,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1300,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1305,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1310,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1315,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1320,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1325,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1330,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1335,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1340,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1345,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1350,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1355,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1360,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1365,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1370,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1375,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1380,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1385,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1390,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1395,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1400,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1405,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1410,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1415,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1420,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1425,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1430,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1435,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1440,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1445,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1450,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1455,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1460,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1465,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1470,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1475,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1480,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1485,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1490,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1495,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1500,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1505,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1510,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1515,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1520,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1525,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1530,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1535,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1540,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1545,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1550,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1555,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1560,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1565,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1570,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1575,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1580,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1585,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1590,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1595,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1600,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1605,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1610,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1615,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1620,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1625,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1630,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1635,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1640,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1645,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1650,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1655,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1660,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1665,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1670,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1675,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1680,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1685,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1690,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1695,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1700,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1705,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1710,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1715,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1720,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1725,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1730,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1735,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1740,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1745,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1750,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1755,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1760,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1765,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1770,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1775,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1780,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1785,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1790,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1795,10.28,7.55,15.06,44.53,18.34,8.0,1.07
1800,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1805,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1810,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1815,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1820,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1825,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1830,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1835,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1840,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1845,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1850,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1855,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1860,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1865,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1870,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1875,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1880,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1885,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1890,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1895,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1900,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1905,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1910,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1915,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1920,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1925,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1930,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1935,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1940,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1945,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1950,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1955,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1960,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1965,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1970,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1975,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1980,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1985,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1990,9.73,7.5,14.18,43.01,16.66,7.11,1.01
1995,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2000,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2005,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2010,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2015,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2020,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2025,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2030,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2035,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2040,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2045,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2050,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2055,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2060,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2065,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2070,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2075,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2080,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2085,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2090,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2095,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2100,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2105,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2110,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2115,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2120,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2125,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2130,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2135,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2140,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2145,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2150,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2155,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2160,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2165,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2170,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2175,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2180,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2185,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2190,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2195,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2200,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2205,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2210,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2215,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2220,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2225,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2230,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2235,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2240,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2245,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2250,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2255,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2260,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2265,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2270,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2275,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2280,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2285,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2290,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2295,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2300,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2305,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2310,9.73,7.5,14.18,43.01,16.66,7.11,1.01
2315,9.73,7.5,14.18,43.01,16.66,7.11,1.01
